project_type,area_hectares,duration_years,baseline_emissions,expected_emission_reduction,location,emission_factor,carbon_credits_generated
electric_mobility,357.18,8,7569.18,836.57,Andaman and Nicobar Islands,1.03,3994
biochar_production,78.67,15,9215.19,571.17,Uttar Pradesh,1.86,4889
methane_capture,391.31,12,7333.62,642.71,Karnataka,0.55,2907
electric_mobility,346.9,11,3140.54,172.24,Maharashtra,1.94,1610
solar_power,474.78,15,4438.29,854.48,Himachal Pradesh,1.62,4100
solar_power,162.53,12,4908.77,268.7,Assam,0.68,1838
wind_energy,224.25,10,2484.2,326.86,Chhattisgarh,1.5,1726
reforestation,159.3,13,6522.79,198.43,Dadra and Nagar Haveli and Daman and Diu,0.96,2338
methane_capture,453.33,13,2707.43,942.94,Goa,1.05,2792
afforestation,248.7,11,1022.49,317.13,Kerala,1.71,1391
reforestation,138.97,16,7358.91,809.22,Haryana,1.02,3858
sustainable_agriculture,102.29,10,6242.3,373.88,Meghalaya,1.79,3211
wind_energy,360.51,12,3098.63,383.98,Chandigarh,1.6,2158
biochar_production,251.95,18,6846.55,129.95,Rajasthan,0.7,2236
afforestation,151.28,6,8918.18,893.65,Nagaland,1.0,4463
electric_mobility,352.96,5,1012.45,681.97,Bihar,1.46,2295
afforestation,407.93,11,7238.02,866.75,Ladakh,1.06,4009
afforestation,228.36,20,3825.28,972.34,Dadra and Nagar Haveli and Daman and Diu,1.06,3209
reforestation,10.47,16,7528.37,746.53,Chandigarh,1.96,5185
biochar_production,488.92,15,8902.94,258.79,Mizoram,0.88,3126
electric_mobility,324.71,12,6575.75,980.47,Nagaland,0.77,3483
afforestation,192.39,19,2113.1,506.9,Himachal Pradesh,1.14,1790
carbon_sequestration,62.41,18,5538.6,114.28,Puducherry,1.45,1993
green_building,193.12,16,8369.37,920.19,Chandigarh,1.56,5382
sustainable_agriculture,15.53,5,4507.03,381.98,Goa,1.4,2422
green_building,250.02,7,4038.26,318.66,Andaman and Nicobar Islands,0.56,1568
solar_power,179.66,16,7399.77,248.78,Madhya Pradesh,0.81,2623
green_building,428.19,14,3210.18,439.35,Jharkhand,1.34,2141
biochar_production,484.45,8,3710.03,944.52,Andhra Pradesh,1.97,4834
electric_mobility,290.28,7,5911.93,783.53,Uttar Pradesh,1.02,3372
afforestation,442.8,13,9725.9,974.79,Puducherry,0.68,4243
methane_capture,26.8,6,6936.53,868.13,Jammu and Kashmir,1.19,4147
wind_energy,426.36,7,5528.24,356.19,Chhattisgarh,1.03,2392
solar_power,151.67,11,4081.44,455.48,Tamil Nadu,1.48,2573
afforestation,77.76,12,1557.5,670.28,Chandigarh,0.89,1660
methane_capture,230.66,5,2401.3,457.76,Kerala,1.18,1801
electric_mobility,8.49,7,6764.57,528.1,Bihar,1.12,3212
wetland_restoration,128.65,8,8011.43,507.35,Lakshadweep,0.62,3033
methane_capture,316.01,7,9592.55,946.77,Puducherry,0.65,4109
green_building,6.53,9,4986.78,277.99,Jharkhand,1.88,2541
wind_energy,247.58,20,6952.37,991.62,Sikkim,1.87,5794
sustainable_agriculture,6.1,19,5373.0,297.58,Uttar Pradesh,1.34,2409
afforestation,233.48,16,8674.89,869.54,Telangana,1.59,5368
carbon_sequestration,351.27,11,6329.18,816.87,Tamil Nadu,1.9,5003
wetland_restoration,45.37,7,9360.1,838.68,West Bengal,1.7,5660
solar_power,486.69,15,3375.11,509.32,Uttarakhand,0.68,1705
biochar_production,166.47,8,1757.67,468.2,Bihar,1.85,2260
reforestation,237.24,13,1607.51,745.22,Karnataka,1.84,3225
geothermal_energy,339.95,12,5918.31,656.48,Gujarat,1.35,3548
afforestation,410.45,17,2405.9,317.12,Andaman and Nicobar Islands,0.73,1185
geothermal_energy,129.96,17,4591.25,915.17,Haryana,1.61,4324
solar_power,446.23,5,2816.96,568.16,Telangana,1.76,2845
carbon_sequestration,310.23,10,6988.53,966.48,Bihar,1.4,4803
electric_mobility,263.41,19,3379.38,411.77,Madhya Pradesh,0.78,1656
reforestation,319.71,18,6306.0,398.34,Chandigarh,1.3,2927
wetland_restoration,444.06,6,9037.75,244.79,Mizoram,1.11,3255
electric_mobility,424.46,12,9423.9,790.51,Himachal Pradesh,0.64,3839
reforestation,268.29,18,5074.08,245.48,Telangana,0.77,1900
reforestation,43.2,19,5954.29,647.57,Assam,1.67,3949
wind_energy,284.9,20,4948.7,200.12,Bihar,1.42,2053
green_building,384.42,18,1909.87,941.28,Andhra Pradesh,1.81,3980
carbon_sequestration,458.62,18,3408.18,637.61,Lakshadweep,1.17,2514
biochar_production,168.17,19,7037.77,931.32,West Bengal,1.68,5241
methane_capture,200.46,7,3725.86,469.56,Telangana,0.5,1587
